state,scenario,impact_category,sLCC_private,env_green_perkg,env_market_perkg,delta_env_perkg,sLCC_green,sLCC_market,sLCC_green_vs_market_abs,sLCC_green_vs_market_pct,market_price,MSP_model,electricity_price,feedstock_price,market_type,social_rate,spc,damage_scenario
AK,s_c1,acidification,4.637881669696431,0.012348648411633762,0.029557541549721573,-0.01720889313808781,4.650230318108065,4.779557541549722,-0.12932722344165715,-2.705840913460875,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,climate change,4.637881669696431,1.9239784454420532,1.5795646311272247,0.34441381431482854,6.561860115138484,6.329564631127225,0.2322954840112592,3.670007299852628,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,ecotoxicity: freshwater,4.637881669696431,0.5946531512271646,0.21387852000823995,0.38077463121892463,5.232534820923595,4.96387852000824,0.26865630091535486,5.4122255376005635,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,eutrophication,4.637881669696431,0.8444871684728402,0.44747140739821534,0.3970157610746249,5.482368838169271,5.197471407398215,0.2848974307710561,5.481462204208103,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,particulate matter formation,4.637881669696431,7.027025590594945,6.846547355286029,0.18047823530891538,11.664907260291375,11.59654735528603,0.06835990500534628,0.5894849812706187,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,photochemical oxidant formation,4.637881669696431,0.10632795043915033,0.1248256280314426,-0.018497677592292275,4.744209620135582,4.874825628031442,-0.1306160078958607,-2.6793985644283693,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c1,_ALL_,4.637881669696431,10.508820954587787,9.241845083400873,1.2669758711869132,15.146702624284217,13.991845083400873,1.1548575408833432,8.253790218513785,4.75,4.778875495270004,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,acidification,4.6474805869215645,0.010197698216814603,0.029557541549721573,-0.01935984333290697,4.657678285138379,4.779557541549722,-0.12187925641134267,-2.5500112793249183,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,climate change,4.6474805869215645,1.8570981055759876,1.5795646311272247,0.277533474448763,6.504578692497552,6.329564631127225,0.1750140613703275,2.765025267451285,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,ecotoxicity: freshwater,4.6474805869215645,0.45052719336577923,0.21387852000823995,0.23664867335753928,5.098007780287344,4.96387852000824,0.13412926027910377,2.702106019284314,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,eutrophication,4.6474805869215645,0.6547019921862143,0.44747140739821534,0.20723058478799894,5.302182579107779,5.197471407398215,0.1047111717095639,2.014656041407276,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,particulate matter formation,4.6474805869215645,5.521393975762143,6.846547355286029,-1.3251533795238863,10.168874562683708,11.59654735528603,-1.427672792602321,-12.311188398256729,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,photochemical oxidant formation,4.6474805869215645,0.09606980996944574,0.1248256280314426,-0.02875581806199687,4.743550396891011,4.874825628031442,-0.13127523114043171,-2.6929215762214542,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_c2,_ALL_,4.6474805869215645,8.589988775076385,9.241845083400873,-0.6518563083244882,13.237469361997949,13.991845083400873,-0.7543757214029245,-5.391538549107242,4.75,4.912524537736474,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
AK,s_o1,acidification,5.664057369946521,0.01318836002716986,0.029557541549721567,-0.016369181522551707,5.677245729973691,4.779557541549721,0.8976881884239702,18.781826154830732,4.75,6.245625015100144,0.2016,0.0302942756472264,synthetic,0.03,1.1,central
